找到了，心就是孩子的孙子，大家使劲骂//@湖里的牛:不就是一个小魔术吗？和三仙归洞，本质上没啥区别,正面
手欠呢[微笑],正面
迟到前：要把学校当做家一样看待； 迟到后：你把学校当你家呢？,正面
高考前：国家一级保护动物 高考后：四害,正面
带过你的老师说这话杀伤力翻倍,正面
是这样，我考完第二天回教室收拾东西，书铺满整个地面已经有人在拿了，我的一个装重要物品的箱子已经不见了,负面
别提了，我校园卡还剩150块钱，延迟了2天去退款，就冻结了。钱不给了。[傻眼],负面
还好我们今天返校取行李的时候学校说 希望大家多回母校看看 母校永远是你们的家,正面
我们今天就是，刚下考场让我们立马收拾东西滚蛋，一秒别多待,负面
woc完全是我们,中性
别说了 老师考试前不允许我们收东西说扰乱军心 “反正你们考完之后随时都可以回来收拾” 结果昨天回学校全部东西都被不见了 真的崩溃了 我的吧唧和盲盒。。。[泪][泪],正面
没扔垃圾前：学校是我家清洁靠大家 扔垃圾后：在学校能跟在自己家一样吗垃圾随地扔,负面
[温馨提示]老师们好。最近可能会有毕业生回学校看望老师，针对此问题进行重点提示: 期末阶段，学生比较焦躁，为了保障我校学生的身心安全，原则上以前的毕业生禁止入校。,正面
我服了[允悲],正面
我草笑死我了 阴天一中真实写照呃啊啊啊,正面
哈哈哈哈哈真实,正面
欢迎的是18岁的我,正面
高考让我知道原来学校饭堂是会做新鲜的菜[允悲]第一次吃到新鲜出炉的肉和青菜,正面
其实父母也这样的 高考前对你百依百顺 高考结束当天晚上就能和你吵架 毕竟我中考的时候我妈就是这样的,正面
[doge]不，就算没高考学校也不让我们假期留校,正面
[馋嘴] http://t.cn/A6HkdC1f,负面
提前跟老师说好就可以进去了[爱你],正面
请你继续保持这个更新速度[给你小心心][给你小心心],负面
真的好帅呀[憧憬],负面
你用座机拍的啊大柿子[允悲][吃惊],正面
保持你的更新速度[作揖],负面
好帅的宝宝,正面
老板好帅[打call],负面
老板好帅啊啊啊啊,正面
我靠 这是小说男主走进现实了吗[憧憬],正面
小室！我要两个小时的vlog[污][污]@范丞丞工作室,负面
好帅[打call][打call][打call],负面
老板好帅[女孩儿],正面
好帅啊宝宝[打call][打call][打call],负面
喔，帅哥哦[爱慕][爱慕][爱慕],正面
好帅啊[心],正面
帅晕了,正面
老板太帅啦[好爱哦],正面
老公好帅！！,负面
老板好帅[求关注],正面
可以 是我的菜[喵喵],负面
老板好帅[春游家族],负面
只有宋雨琦这衣服的气场,正面
p3白鹿好美,正面
章若楠？？,正面
偶遇张真源 http://t.cn/A6T8wn5K,负面
雨琦,中性
@满哥爱吃汉堡 zrn,正面
zzy帅死了我说,正面
这都谁和谁啊？以前的那几个呢？,正面
白鹿美美的,正面
我对象怎么在里面[doge],正面
张真源超绝6头身,负面
嘿！你也在关注“奔跑吧”吗？快戳http://t.cn/A6Tjy97v进入专题页查看并关注相关博主吧，包含@李晨 、@郑恺 等8位博主哦，热门精彩内容不错过！ http://t.cn/A6THWryK,正面
章若楠太美啦[哈哈][抓狂],正面
哲远啊,负面
白鹿好美,正面
挺飒啊[doge][doge],正面
好看,正面
雨琦真的帅[心],正面
白鹿好好看！,正面
蓝精灵啊？,正面
好多男的娶不到老婆呢……既然累就放过你老婆吧,正面
谈的时候发现不对劲千万别继续[允悲]这种人多着呢,正面
赶紧离了，放过自己,负面
这种女的拿来爪子，安？！,正面
男人要是把女人戒了，不得立马起飞[笑cry],负面
这手真稳，一点不带抖的,负面
赶紧离了吧，留着闹心,负面
点外卖呗,正面
有得搞知足吧,正面
你生气吵架的时候还摆个手机记录生活？[doge],正面
有没有可能你不出去跑一天外卖 你晚上连碰她的机会都没得？,负面
以后有了孩子，只有妈在家里，还要被女犬说丧夫式带娃,正面
离呗,正面
离了你会过的比现在好的多得多！,正面
娶了个祖宗,正面
“全职保姆”“生育机器”这种b话现在的女的怎么有脸说出口的,正面
我说，虽然想靠孩子分男人钱挺蠢的没错，但是王思聪不想要非婚生子女他不能管好自己的🐔吗[泪],正面
成🐉都不认娃，她凭什么觉得wsc能认？wsc又不是明星，人家也不缺孩子[二哈],负面
怎么又卖单亲妈妈可怜的人设。之前不是怼网友说，如果你知道孩子爸爸是谁，你就会知道我有多好命么[笑cry][笑cry]现在又说自己多辛苦，又说自己不想做富太太,正面
这不就是小说里的霸总x十八线小明星，还有带球跑和直播的剧情，现实比小说更狗血啊[傻眼],正面
应该是真的吧，不然怎么敢乱说是王的，人家告都能吧她告死，看后续王思聪出不出来回应就知道真相了，让子弹再飞一会吧,负面
wsc又不认、他不配合也做不了亲子鉴定,负面
不要一分钱，不想做富太太，那还跑到平台公开干啥呀[二哈],负面
一点不同情她,正面
她这直接说，我觉得王家更不认了，会觉得这女的上不了台面。,负面
好的我建议你们的家事不要占用公共资源,负面
王健林：终于有孙子了,正面
这女孩子很漂亮很好看很好啊，自己都那么年轻还带着孩子，我觉得她很好，如果是王的孩子，希望他好好带孩子和孩子妈妈吧，他也不小了，我觉得负责是应该的,正面
😂这一眼看就是王思聪基因啊……太像爷爷了[笑哈哈],正面
只能生一个孩子，又自己能抚养，为啥要自曝？就不怕人家跟你要抚养权吗？,负面
说这么多要不然直接晒亲子鉴定吧[吃瓜][吃瓜]你说是总得给个证据吧[吃瓜]最后一句，这娃真惨，摊上这样的爸妈,负面
王思聪在外面的孩子只有这一个吗？,正面
别的不说，孩子挺像老王的[doge],正面
是的，我们有一个孩子。——华晨宇（被迫） 是的，我们有一个孩子。——黄一鸣（主动）,正面
啥也不图就偷偷养呗，生出来公布出来不就想图点啥[允悲]上策是当富太太，下策是立人设当网红，怎么都不亏，孩子长大了也有话题，这女生聪明着呢,正面
怎么说呢，祝你成功吧，争取多要点钱[doge]大概率比不上当年的梁洛施[doge],正面
博主粉丝真多,正面
你也太优秀了永远支持,正面
博主真的是太秀了,正面
♡一♡點♡點♡小♡樂♡趣♡,正面
你最近真讨厌，讨人喜欢，百看不厌,正面
我来支持你啊,正面
不错不错👍,正面
太棒了👏,正面
狗的鼻子总是湿的,正面
逝者如斯夫，不舍昼夜,正面
谢谢分享哈,正面
内容挺不错,正面
支持博主,正面
追赶不上的不追，挽留不住的不留,负面
没有风暴的海洋，那不是海，是泥塘,正面
华晨宇曾经在采访里，记着问：你觉得你最大的才华是什么？华晨宇说：我最大的才华是自由！,正面
一眨眼就过去了一天，还是觉得日出演唱会非常梦幻非常不真实。我们的愿望居然就这样实现了 http://t.cn/A6H7uLBi,正面
不喜欢，就是个跳大神的,负面
华晨宇不错[good]有创新,正面
又开始洗了这是,负面
好美[送花花][送花花],正面
好美[打call][打call][打call][打call][打call],正面
啊啊啊啊啊啊啊啊菊姐[跪了],正面
#氧化菊夕阳九连拍# 夕阳下的美好瞬间,正面
我是嘴里的花[哇],正面
温柔的好天气总是和你一样止不住心动,正面
好强有力的野生美感[awsl],负面
你与晚霞同样美丽，晚霞却远不及你,正面
好美[舔屏],正面
美[打call][打call][打call],正面
女人你迷住我了[doge],正面
菊好美,正面
[哇][哇][哇][哇],负面
太美啦！！！[送花花],正面
我也要好好挣钱我也想看看祖国的大好河山,正面
宝宝美[爱你],正面
哈哈 今天去西大图书馆坐在你捐赠的桌椅上准备考试 来点个赞[嘻嘻],正面
菊一发美照，满脑都是to签[酷],负面
太美了！！[哇],正面
前排！,中性
大多数幼儿教师都是这样领舞的,正面
她一定很爱她的工作,正面
有这样可爱的老师每天得多开心呀[送花花][送花花][送花花],正面
老师，我30多了还能入园不,正面
一看就是爸爸拍的[允悲],正面
肢体动作表情全部到位，全身心的投入！[赞][赞][赞],正面
表情假的不能再假了……还超喜欢？[挖鼻],正面
可可爱爱,正面
可可爱爱的老师[哈哈],正面
搞笑版刘亦菲[笑cry][挤眼],正面
[微笑][微笑][微笑][微笑]认真的吗。好吓人,正面
可爱,正面
有趣的老师万里挑一[心],正面
这算是把声情并茂演绎得淋漓尽致，惟妙惟肖，活灵活现，入木三分吗？,正面
如果在我幼儿时有这样一位老师就好了，可惜只是如果[微笑],正面
关注~,正面
关注[话筒],正面
三十五岁以后表情纹特别重，别问我怎么知道的[允悲],正面
哪家幼儿园？我让我妈把我也送过去,正面
这是真热爱,正面
张纯如，人民英雄永垂不朽！[鲜花][鲜花][鲜花][鲜花],正面
致敬,正面
历史的细节，永远不会被遗忘[送花花],正面
[good][打call][鲜花],正面
[鲜花][鲜花][鲜花][鲜花][鲜花][鲜花]先生千古,正面
民族的骄傲，华夏好儿女！[泪][鲜花][鲜花][鲜花],正面
[鲜花][鲜花][鲜花],正面
女士千古！[赞],正面
先生千古[鲜花][鲜花][鲜花][鲜花][鲜花][鲜花],正面
[作揖][作揖][作揖],负面
敬礼！,中性
当今社会还有正义有英雄吗？看我,正面
张先生,负面
还原真实历史 是个敢说真话的大人物。,正面
致敬张纯如先生！敬礼,正面
致敬英雄张纯如中国人民绝对不能忘记,正面
先生大义，先生千古！,正面
吻完不用刷牙了[笑cry],正面
#刘亦菲为了气我真是什么戏都接#,正面
真亲,正面
转发微博,正面
不亲白不亲[doge],负面
后来全国老百姓给她上万民贴保她，法院也没办法，判了个奇葩罪行，说开枪那一瞬间她脑子短路了，不是故意的，判了七八年，坐了大概两三年就出来了！但，太思恋女儿了，精神和身体都夸了，没多久就去下面跟女儿见面了[挖鼻],正面
没有死邢确实对不起家属[怒][怒],负面
这个每次看到都觉得帅到疯狂,正面
后面的法官好像都有点再笑[允悲][允悲],正面
保安：321，好了子弹打完了,正面
八枪是子弹的极限，不是她怒火的极限。,负面
我还以为把法官打死了,正面
很好，等她把子弹打完了再阻止[嘻嘻],正面
数了下好像没有八枪,负面
保安专门等她打到没有子弹才去制止[doge],负面
太理智了,正面
[揣手]保安让她打完了才拦住的,负面
伟大的母亲,正面
好帅[泪],正面
“快打，打完我要拦了”,正面
手枪怎么带进法庭的？,负面
八枪是子弹的上限，不是母爱的上限。[赞],正面
建议法官也给一枪,正面
她的眼睛因为射出子弹的巨大响声而颤抖，可是她扣动扳机的手却是那么决绝[泪]好伟大的母爱,正面
蹲个电影名,正面
[good][good][good][good][good],中性
不想说[doge],负面
🙏🙏,中性
致敬,正面
汉芯之父是谁，好像是个电焊工来着？,负面
致敬,正面
致敬[收到],正面
向女士致敬！,正面
致敬,正面
[赞][赞][赞],正面
🙏🙏🙏,中性
水稻之父 芯片之母…… 遥遥领先[贊],正面
🙏,中性
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,中性
向先生致敬[心][鲜花][鲜花],正面
[good][good][good],中性
[鲜花][鲜花][赞][赞],正面
我不相信一个老太太能研究出来,正面
向黄令仪奶奶致敬,正面
👍,中性
她不是塌房了吗,负面
这是个看脸的时代,正面
内容优质厉害了,负面
身材不错,正面
博主博文太棒了,正面
果真是高手，是在下输了,正面
感谢分享，了解了,正面
内容很精彩,正面
哈哈哈，很不错,正面
太可爱了,正面
不错啊,正面
ott到底是啥意思呀？,负面
没完了，别甩我一脸史[偷笑],负面
不生不灭无魂无魄，只有一具不朽的躯壳。,正面
加一,负面
可爱,正面
[给你小心心][给你小心心],负面
[太开心][太开心],正面
@L是漾漾呦,负面
糯米团子,正面
[打call][打call][打call],负面
[赞],正面
[可爱],正面
[赞],正面
看,正面
[打call],中性
o,负面
[哈哈],正面
[抱抱],正面
[鼓掌],正面
[新鲜好柿][新鲜好柿][新鲜好柿],负面
小五坐树枝上那个呢,正面
我有一个头像就是熊猫生气面壁的背影[嘻嘻],正面
青春长腿美少女[挂灯笼],正面
什么魔力让你冒着中暑的风险，也要去游乐城。,正面
我看排队老长都没排[泪]好吃嘛,正面
大手雷么[666],负面
美女姐姐，求裤子链接[抱一抱],正面
恭喜，您的微博获得北京同城微博榜排名第1名！进榜单的本地微博都在这里，点击查看>>http://t.cn/A6QPEoN4,负面
多解压啊[二哈] 还解乏,正面
通州老大了  雷还特响 好在没断电,负面
房山一点没下[笑cry],负面
朝阳这边不可描述,正面
前几天已经有过一次了,负面
第三次了吧,负面
北京西站现在在下雨吗[泪],正面
冰雹给我砸了一脑袋包 现在我和佛祖一样,负面
几次了[允悲],正面
恭喜恭喜 从16年关注到现在 从小姑娘到中戏毕业[努力][努力][努力][努力],正面
啊？你才毕业啊[允悲][允悲][允悲]姐妹来点导演吧 找你演古装剧 你古装好看 好看超大声[抓狂],正面
恭喜恭喜[打call]毕业快乐开启人生新篇章[打call] http://t.cn/A6QPBwuB,正面
都是大美女呀 http://t.cn/A6QPB2e8,负面
恭喜毕业啦[打call][打call]要开启新的人生了 http://t.cn/A6QPBCau,正面
是友情最美好的样子了[微风][太开心][太开心][太开心] http://t.cn/A6QPBZ1k,正面
毕业快乐[抱一抱],正面
宝宝毕业快乐[爱你],正面
美疯啦[心]期待宝宝越来越好😘,正面
祝贺毕业，拥抱辉煌人生[哈哈][哈哈][哈哈][哈哈],正面
祝你的人生充满无限可能[鼓掌],正面
第一夸夸我😀@陈婧旸,正面
宝毕业快乐[心],正面
毕业快乐大家谢谢老师的教导[兔子][兔子][兔子][兔子][兔子][兔子] http://t.cn/A6QPBAzK,正面
@赵今麦angel 麦麦女士毕业快乐[太开心][心][心],正面
未来一切顺利！期待待播剧们和新剧[打call][打call][打call] http://t.cn/A6QhJv6T,正面
毕业了，愿我们的青春永不散场。,正面
毕业快乐[送花花],正面
毕业快乐[打call],正面
毕业快乐[耶][耶],正面
太美啦[好运连连][好运连连]要幸福！,正面
好美，好幸福，看到的人也会开心的那种[赞啊][赞啊],正面
哈啊哈哈哈可是！图12的老爸有点搞笑,正面
问一下从哪拍的婚纱照，好漂亮[送花花],正面
美鼠了[心][心][心]想问问妈妈的旗袍有链接吗[开学季],正面
图二婚纱照在哪一家拍的[打call],负面
请问图6妈妈的旗袍有链接吗,负面
恭喜,正面
父亲出现的镜头都是难舍啊,正面
新婚快乐[哇],正面
这是啥酒店呀,负面
妆造是哪家的呀[太开心],正面
幸福[打call],正面
美美哒,正面
[心][心],正面
恭喜，您的微博获得北京同城微博榜排名第20名！进榜单的本地微博都在这里，点击查看>>http://t.cn/A6Q7Qdbg,负面
3岁半娃儿，嘴里含着饭菜，就是不怎么咽，一口饭菜能吃十几二十分钟，就含着，饿也咽的特别慢，愁死了，身高体重都不达标,负面
崔医生你好，我宝宝2岁10个月，说话说的不是很清楚，我作为家长可以听懂，但是外人都听不懂，她理解能力可以，也听得懂我们说什么。2岁就送她上托班了，现在的语言能力还是不怎么样，我现在很焦虑，我孩子是语言发育有什么问题吗？,正面
主任好，孩子六岁多了，偶尔说肚肚痛和屁屁痒，需要吃打虫药吗？打虫药推荐一下吃哪款比较好呢？,正面
五岁多了，咀嚼不好也可以这样吗？,正面
小浣熊雪糕吗哈哈哈哈,正面
小浣熊和她的朋友们[抱一抱],正面
不是，难道摄影师不知道给你摆一下手吗？没有打手吗,负面
美的冒泡,正面
配个垫子,正面
[doge],中性
[打call],中性
不是这个真的赚小珍珠了,负面
已开放保存[太阳],正面
台下嘶喊的“黄誉博”与兴奋的小波 一起奔向数不尽的鲜花和掌声  [泪],正面
救命 [悲伤][悲伤],正面
想哭[悲伤][悲伤],正面
[泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪],正面
他真的可以一眼认出他的菠萝们[泪][泪][泪][泪],正面
哭死了[泪][泪],正面
是一眼就能认出自己菠萝们的小波[泪],正面
怎么这么可爱,正面
好喜欢[爱慕],正面
[送花花][送花花],正面
[泪][泪][泪]要掉小珍珠了,正面
要哭了[泪][泪][泪],正面
菠萝们与小波的双向奔赴[泪],正面
是彼此的骄傲[泪][泪][泪],正面
[泪][泪][泪]好爱他,正面
[悲伤][悲伤][悲伤][悲伤],正面
[苦涩]真好,正面
[悲伤][悲伤][悲伤]哭死了,正面
这环境太舒服了！立刻安利我北京的朋友周末去～,正面
这地方看着好舒服[哈哈],正面
上vlog[并不简单],负面
这个看着很好呀,正面
咋收费,负面
太美了 [心][心][心][心],正面
此微博已在http://t.cn/A60R2Auo中作为优质微博推荐，帮更多同城小伙伴发现宝藏打卡地 。http://t.cn/A6bPM2GB,正面
洗浴温泉博主,负面
下午茶好棒,正面
我也要去玩,正面
哇塞太治愈了啊,负面
寻一处宁静生活[嘻嘻],正面
大哥 衣服链接[哇],负面
好惬意[送花花],正面
美腿[爱你],正面
好舒服的地方[心],正面
舒适度💯[开学季],正面
真不错耶,正面
不错不错,正面
不错不错 感谢分享,正面
是新疆吗啊啊啊,正面
真正的美丽就是源于生命力！,正面
继xhs 后又在wb 看到,正面
哇哦，看来这位博主的生活真的很精致呢！我也想要过上这样的生活，每天都充满幸福感。,正面
幸福叠加[赞],正面
会不会害怕[哈哈][哈哈],负面
恭喜，您的微博获得北京同城微博榜排名第24名！进榜单的本地微博都在这里，点击查看>>http://t.cn/A6QPEKVo,负面
离得很近啊老妹儿,正面
奶茶？,正面
🍻,中性
咖啡是引子[doge],负面
替我关机谢谢。,负面
好好看,正面
明白[doge] http://t.cn/A6Q78ESA,正面
我等你 http://t.cn/A6Q78EGZ,中性
你俩不二家啊@花小龙Oy http://t.cn/A6Q78Ek0,正面
龙哥 我举报 刚才酸菜鱼在小太阳表姐直播间 乱探  3000人作证[doge],正面
不让陈泽趴你下面吗[二哈],正面
老板娘能等到你吗 http://t.cn/A6Q78n3t,正面
老板娘也不播了[doge][doge][doge],正面
肯定是看的啥了  道心不稳了[doge][doge],正面
必须播[怒骂][怒骂],负面
随地大小撑[允悲],正面
花花老师 没关系等你[在线等],正面
明白，合理，无论多晚都等你！[doge][doge][doge],负面
很晚也得播[喵喵],负面
明白🫡,正面
肌肉控制大脑,正面
除了下播信，其他一概不信,负面
我们要知道一手消息！[doge][doge][doge],正面
花花老师  突然做俯卧撑是因为胖了10斤的原因吗哈哈哈,正面
愣是没听明白到底是播还是不播[费解],负面
突发恶疾啊龙,正面
好厉害呀宝宝[亲亲] http://t.cn/A6Q7Qs4d,负面
摇花手吗？哈哈哈哈哈哈[污] http://t.cn/A6Q7Qs3m,负面
哈哈哈小号提前看过啦宝宝要注意安全呀！（允宝好厉害[哇][哇][彩虹屁]@林允Jelly http://t.cn/A6Q78LmF,正面
宝宝快看我抓到三个娃娃[羞嗒嗒]@林允Jelly http://t.cn/A6Q78Uy8,正面
宝宝注意安全！,正面
解释一下这什么表情[喵喵] http://t.cn/A6Q78zzs,负面
盲猜是不是剧里罗令妤参加花神选的训练[爱慕][爱慕][爱慕],正面
天降美人[嘻嘻],正面
宝宝也太厉害了吧哈哈哈好可爱,正面
咳咳是谁在小号提前看过并且听过超大声音的[喵喵][喵喵]@林允Jelly http://t.cn/A6Q78Gia,正面
看看我，耶耶耶 http://t.cn/A6Q782S0,负面
看着好辛苦呀宝宝[可怜],正面
加油哟[鲜花] http://t.cn/A6Q7Qso3,正面
宝的腰好细啊[污] 感觉很适合搂在我怀里,正面
在拍什么剧吗？透露透露[污],正面
这是在舞蹈室还是在剧组呀[送花花],正面
霞姐要注意，小心点呀，给我看的有点吓人,正面
好柔美啊允子 绝绝子[爱你][爱你],正面
注意腰呀宝贝[揣手],正面
霞姐一脸的认真[嘻嘻][嘻嘻][嘻嘻],正面
你还是那么爱你的束脚裤[泪],正面
老大……弱弱的说一句：我以为第二张图片左上角上粘上屎壳郎,负面
小脚裤是生活 宽裤是工作[偷樂],正面
你还是那么爱你的Amiri,正面
欢迎老大来山东，周六周日见 [送花花],正面
啥時候接Amiri代言,负面
抢到票了[泪][泪][泪][泪]终于！！！！,正面
这个裤子好看的呀[跪了],正面
等着，我周六上午就到青岛了[来][干饭人],正面
啊啊啊啊啊啊我记住了！记得死死的[舔屏],正面
陶喆你还是那么喜欢你的束脚裤[允悲],正面
还是年轻啊，裤子永远穿九分的,正面
欢迎来到青岛David[抓狂],正面
老大 这条裤子是不是救了你的命🫰🏻,正面
熟悉的阿迪外套[思考],正面
你关心我，你心里有我[看书][看书][看书],正面
所以会唱山东话版今天你要嫁给我吗[开学季],正面
这条裤子包着其他的束脚裤一起扔远点可以吗老大[爱你],负面
轻松舒适，出行也想这么穿,正面
这个裤子买了几条 真诚发问,正面
老婆太太太美啦！！！好运常在[抱一抱] http://t.cn/A6Q7Y4XI,正面
苍天啊 美女啊 你终于知道你戴眼镜是有另一种美感的了宝宝[来][来][来]好看 爱看 http://t.cn/A6Q7Y5Vf,正面
这么好看啊 http://t.cn/A6Q7YyHG,正面
好漂亮啊[哇][哇][哇] http://t.cn/A6Q7YwUD,正面
后天苏州见！！！ http://t.cn/A6Q7YwFZ,负面
好漂亮啊老婆[抱一抱] http://t.cn/A6Q7YZLt,正面
啊啊啊啊啊吧好喜欢宝宝 http://t.cn/A6Q7YZPm,正面
美 老婆你美[抓狂][抓狂] http://t.cn/A6Q7YZoO,正面
老婆好漂亮[干饭人] http://t.cn/A6Q7Yyeu,正面
好巧啊，啊涛[爱你] http://t.cn/A6Q7YShY,正面
刘涛什么时候进组[亲亲] http://t.cn/A6Q7YbLa,负面
我老婆好漂亮好漂亮好漂亮🥵 http://t.cn/A6Q7YUgi,正面
路过被扣 好无助 美得令人安心[哆啦A梦害怕] http://t.cn/A6Q7YUzy,正面
宝宝腿比我命还长🥵缠我腰上…🤤 http://t.cn/A6Q7Yy05,负面
老婆好高好瘦腰好细腿好长[舔屏] http://t.cn/A6Q7YqM0,正面
桃桃你的小腰露出来了[色] http://t.cn/A6Q7YUPu,正面
老婆真漂亮真可爱[哇] http://t.cn/A6Q7Yiut,正面
救命🆘我的妈妈耶！这是什么绝世美女啊[舔屏] http://t.cn/A6Q7YAf3,正面
俺老婆真漂亮[哇] http://t.cn/A6Q7YYUU,正面
姐姐你每天都吃点啥[舔屏]？怎么会如此漂亮[给你小心心]！一想到我们即将见面，我就好高兴啊[哈哈]！ http://t.cn/A6Q78ruz,正面
而有的人 好像在进货一样[拜拜] http://t.cn/A6Q7QSxb,正面
哇塞 抓娃娃！我把你抓走可以吗？！@苏醒AllenSu http://t.cn/A6Q7Qxjm,正面
我帮你夹[哇][哇][哇],正面
你给我钱，我给你夹,负面
你的才能不需要浪费在这种地方[笑cry],负面
宝叫我～我们一起抓[给你小心心][给你小心心][给你小心心][给你小心心][比耶],负面
没事 我来帮你抓[doge],负面
#苏醒[超话]#继续努力，相信你可以的[爱你],正面
现在的娃娃机你➕到第十次就会让你成功一次,正面
没事，我也没有夹到过[吃瓜],负面
我也是🙃但如果里面有你我就跟它死磕到底[送花花] http://t.cn/A6Q7QaQ4,负面
不笑你，你最可爱 http://t.cn/A6Q7QJsb,正面
哥哥最近美貌直线飙升啊[哇],正面
要什么自行车[怒骂]都没你可爱[剑网3],负面
哥哥不要那么灰心❤️ 加油加油加油[打call],正面
哈哈哈哈没关系哥哥,正面
我会夹下回找我帮忙,负面
